dataset_name,idx,words,words_rationale,Partition SHAP,LIME,Integrated Gradient,LIME-LLM
sst2,506,crackerjack,1,0.008912197253677,0.0946494811320142,0.0680502796336589,0.031337497316399544
sst2,506,entertainment,0,0.0387981750387253,0.0189821044883114,-0.1501756494991277,0.0037944689760694055
sst2,506,--,0,-0.0066405719924173,-0.0280044900406099,0.1175609943282219,0.0
sst2,506,nonstop,1,0.2195414960969418,0.2606323144215005,0.0835062030819494,0.01524143366917465
sst2,506,romance,1,0.1047824822546295,0.000703168528007,0.0971949998668719,0.011386465877807488
sst2,506,",",0,-0.0512722969702089,-0.0176480111483873,0.0634292004997772,0.0
sst2,506,music,0,0.0409586506306141,0.0512515433839588,0.0384138263824414,0.008383644261350735
sst2,506,",",0,0.0299460960146907,-0.0428710141304098,-0.0162645244624099,0.0
sst2,506,suspense,0,0.0501880041987691,0.0513071455026207,0.0709110085471126,0.002131881783654183
sst2,506,and,0,0.0316031953922078,0.0962539993037721,-0.0254810393969392,0.028559757905868677
sst2,506,action,0,-0.028645313137963,-0.0270185205766285,0.110737194299404,0.011139823101221719
sst2,506,.,0,-0.0296652676959259,-0.0018116793426667,-0.0026231138190099,0.0
sst2,742,it,0,0.0206456825751896,0.0122144259730842,-0.0050070014317678,
sst2,742,'s,0,0.0128645629731888,0.0011163770782787,0.0171074965792574,
sst2,742,a,0,-0.0087733495450113,-0.0077526258845258,0.0397949086198783,
sst2,742,demented,0,-0.0257549772520169,-0.0172744206880893,0.0140760240763138,
sst2,742,kitsch,0,0.0006772693887557,0.0092554895978843,-0.0034692143791887,
sst2,742,mess,0,-0.0291604879426557,-0.0829812934642795,0.1617839795800943,
sst2,742,(,0,-0.0182984689360757,-0.0218714931731338,0.036256128126626,
sst2,742,although,0,0.0049077733073096,-0.0133279943245735,-0.0314109259685576,
sst2,742,the,0,-0.0011921120286357,-0.0084503918415865,-0.0122101274067336,
sst2,742,smeary,0,-0.0213740913289116,-0.0096678166475602,0.0042001616911913,
sst2,742,digital,0,-0.0200905466628646,-0.004193924466297,0.0023806101181288,
sst2,742,video,0,-0.047313213929185,-0.0197103132684721,0.0128787138630118,
sst2,742,does,0,-0.0092812859322548,0.0039167684644927,-0.0086340504056177,
sst2,742,match,0,-0.0092812859322548,-0.0101422340350812,0.0113549974872044,
sst2,742,the,0,-0.0127880442854472,-0.0056155979962228,-0.002219039031727,
sst2,742,muddled,0,-0.0167436353109452,-0.0042446958678099,-0.011231600061048,
sst2,742,narrative,0,-0.019152824214533,-0.0016420983527585,-0.0043401614600826,
sst2,742,),0,0.0066505030744609,0.0133721077979999,0.0118999167656606,
sst2,742,",",0,-0.0111429179672514,-0.0063299127608784,-0.0024911809555281,
sst2,742,but,1,0.1354955355345753,0.0984244777619847,-0.0311355430844691,
sst2,742,it,0,0.0270241550610451,0.0073071842044308,0.0311702966765842,
sst2,742,'s,0,0.0270241550610451,0.0179760634285548,0.0041746326636731,
sst2,742,savvy,1,0.0641366820075505,0.0860437335336071,0.0183004433172522,
sst2,742,about,0,-0.0117652174498232,-0.0080264907291687,0.0126543760936852,
sst2,742,celebrity,0,-0.0138680061408624,0.0046699673114378,0.0097664706337028,
sst2,742,and,0,0.0042883443257863,0.0453601696415346,0.0235774369210796,
sst2,742,has,0,-0.0214911736815355,0.0016258214307218,0.0127621648487017,
sst2,742,more,1,-0.0214911736815355,0.0001778688827321,-0.0101922695709758,
sst2,742,guts,1,-0.0171918241357229,0.0035457446511985,0.0489911156457073,
sst2,742,and,0,-0.002815024797645,0.0225993105140548,-0.0027571832194357,
sst2,742,energy,1,-0.0077202104317947,0.059606062738272,0.0278172432331674,
sst2,742,than,0,-0.0554555143809554,-0.0600609759311774,0.0549267318816082,
sst2,742,much,0,0.0029746291567779,0.0195912680479786,-0.0502712829850399,
sst2,742,of,0,0.0029746291567779,-0.008318047507553,-0.0402184869706713,
sst2,742,what,0,-0.0369568682877017,-0.0634734306026508,0.0415180830798802,
sst2,742,will,0,-0.0235784326340964,-0.0124068261695232,0.0074338402296327,
sst2,742,open,0,-0.0005300964979463,0.0121375338306203,-0.0483090213482765,
sst2,742,this,0,-0.0005300964979463,-0.0068581650209037,0.0140551798526372,
sst2,742,year,0,-0.0005300964979463,0.036261054672465,-0.0064722698299975,
sst2,742,.,0,-0.000343215384567,-0.0011573796623082,0.0109561173157705,
sst2,170,it,0,-0.1607170529460838,-0.02059685139267,0.001692314776907,0.009719966737123477
sst2,170,'s,0,-0.0178848052478349,0.0562820798939317,0.0178547065211641,0.011746332037973869
sst2,170,also,0,0.2645243782251031,0.0644046003867605,-0.1908860054442988,0.05109329657492246
sst2,170,",",0,0.0910643618307811,-0.0219048958871911,-0.0514012525026412,0.0
sst2,170,clearly,1,-0.0348320177623819,0.0708405258954803,-0.1493227796332175,0.06276056050186965
sst2,170,",",0,0.040399320830482,0.1427660155299878,0.0786995792655692,0.0
sst2,170,great,1,0.1338569237023117,0.3284570031967765,-0.0250036891797971,0.04275843322545123
sst2,170,fun,1,0.1082335187446474,0.2564295004042383,-0.2884343420181421,0.013008281872525729
sst2,170,.,0,-0.0955934392373872,-0.0255048937702661,0.1452719543542055,0.0
sst2,602,instead,0,-0.4349443421051878,-0.2555820116866001,-0.0351224694334488,0.018879316899409804
sst2,602,",",0,-0.0172670581408271,-0.0244955435816068,-0.04669767013042,0.0
sst2,602,he,0,-0.0606185963107563,-0.0262505659825359,-0.0666197947917637,0.0028360307559441734
sst2,602,shows,1,0.0555792636651812,0.1245250053354287,-0.094022436814865,0.0005486489507455661
sst2,602,them,0,0.0266262825627034,0.0588963974019083,-0.1869012236108995,0.0028360307559441734
sst2,602,the,0,0.1083496771342396,0.1055809550238858,0.069497240055655,0.0028360307559441734
sst2,602,respect,1,0.1678389718789572,0.2527789668384317,-0.0138581066192185,0.05219938365293688
sst2,602,they,0,-0.0297019773830827,0.0710546889640817,-0.1325850816191056,0.0028360307559441734
sst2,602,are,0,0.0736308401439474,-0.0250323637209445,-0.0180785603242915,0.0054733427362476696
sst2,602,due,1,0.0095377276017722,-0.0484390488431819,-0.1607902135771325,9.234970985010452e-05
sst2,602,.,0,-0.0159052630733446,-0.007364452621394,-0.160699575018196,0.0
sst2,287,it,0,-0.0250196377246968,0.0254104477000683,0.0207824928780992,
sst2,287,'s,0,-0.0147796236348986,0.028956510561657,0.0121793492961889,
sst2,287,a,0,0.0171314990963232,0.05172070427618,0.0272499027447389,
sst2,287,much,1,-0.0116571970160922,-0.0135896048665354,0.0495082446468896,
sst2,287,more,1,-0.0350042493016444,0.0219272377416877,-0.1125202170050203,
sst2,287,emotional,1,-0.0140880501714102,0.0359648762130314,0.0362377571791779,
sst2,287,journey,0,0.0227849470234541,0.0689183972051075,-0.035612578986082,
sst2,287,than,0,-0.0130977812004401,-0.0477336900481734,0.0862819456658823,
sst2,287,what,0,-0.0289402075527537,-0.036043410489975,0.0610335022705261,
sst2,287,shyamalan,0,-0.012031322634787,0.0200976651538482,0.0013522959182884,
sst2,287,has,0,-0.017446940914546,0.0156926702396932,0.0131885584980114,
sst2,287,given,0,-0.029512395862062,0.0147769234991653,0.0435132578301744,
sst2,287,us,0,-0.0013359717669297,-0.0047296910879739,-0.0174648301622095,
sst2,287,in,0,-0.0017923929024931,0.0068102294941765,-0.0150567851326063,
sst2,287,his,0,-0.0306948414435916,0.0069385877408323,-0.0103936972118509,
sst2,287,past,0,0.0035599132493293,0.0055119189392029,-0.001875980367351,
sst2,287,two,0,-0.036080652269611,-0.018744586028338,-0.0115534556098502,
sst2,287,movies,0,-0.0863046443104332,-0.0050795036535571,-0.0147175129449519,
sst2,287,",",0,0.0025953343144056,0.0164450275351673,-0.0281623225090198,
